puzzle;turn;currtemperature;turntime;currgoalval;currsize;currratio;currcrossings;currlen
4;71;0.5892;0.0823;48.9766;22.6495;0.7310;67;48
4;72;0.5892;0.0965;48.9766;22.6495;0.7310;67;48
4;73;0.5892;0.0942;48.9766;22.6495;0.7310;67;48
4;74;0.5892;0.0850;48.9766;22.6495;0.7310;67;48
5;1;1.0000;0.0170;2.4306;25.0400;0.2026;12;13
5;2;0.9850;0.0182;2.9649;25.0400;0.2281;13;14
5;3;0.9702;0.0196;3.5502;25.0400;0.2536;14;15
5;4;0.9557;0.0184;4.3126;25.0400;0.2695;16;16
5;5;0.9413;0.0239;5.0526;25.0400;0.2807;18;17
5;6;0.9272;0.0263;5.8788;25.0400;0.3094;19;18
5;7;0.9133;0.0261;6.9665;25.0400;0.3317;21;19
5;8;0.8996;0.0283;7.8246;25.0400;0.3557;22;20
5;9;0.8861;0.0358;9.0718;25.0400;0.3780;24;21
5;10;0.8728;0.0356;10.0478;25.0400;0.4019;25;22
5;11;0.8597;0.0442;11.0670;25.0400;0.4099;27;23
5;12;0.8468;0.0272;12.1180;25.0400;0.4179;29;24
5;13;0.8341;0.0301;13.0144;25.0400;0.4338;30;25
5;14;0.8216;0.0291;13.9426;25.0400;0.4498;31;26
5;15;0.8093;0.0270;15.6715;25.0400;0.4609;34;27
5;16;0.7972;0.0378;16.6906;25.0400;0.4769;35;28
5;17;0.7852;0.0501;17.9984;25.0400;0.4864;37;29
5;18;0.7734;0.0381;19.1515;25.0400;0.5040;38;30
5;19;0.7618;0.0440;20.0909;25.0400;0.5152;39;31
5;20;0.7504;0.0441;21.1802;25.0400;0.5295;40;32
5;21;0.7391;0.0433;22.3636;25.0400;0.5455;41;33
5;22;0.7280;0.0449;23.5789;25.0400;0.5614;42;34
5;23;0.7171;0.0486;24.9825;25.0400;0.5678;44;35
5;24;0.7064;0.0521;27.0606;25.0400;0.5758;47;36
5;25;0.6958;0.0401;28.4019;25.0400;0.5917;48;37
5;26;0.6853;0.0606;30.3397;25.0400;0.5949;51;38
5;27;0.6751;0.0503;31.9298;25.0400;0.6140;52;39
5;28;0.6649;0.0414;33.3892;25.0400;0.6300;53;40
5;29;0.6649;0.0702;33.3892;25.0400;0.6300;53;40
5;30;0.6649;0.0799;33.3892;25.0400;0.6300;53;40
5;31;0.6550;0.0797;34.6220;25.0400;0.6411;54;41
5;32;0.6451;0.0582;35.7895;25.0400;0.6507;55;42
5;33;0.6355;0.0857;36.8868;25.0400;0.6587;56;43
5;34;0.6259;0.0584;37.9091;25.0400;0.6651;57;44
5;35;0.6165;0.0816;39.8979;25.0400;0.6762;59;45
5;36;0.6165;0.0791;39.8979;25.0400;0.6762;59;45
5;37;0.6073;0.0613;40.9569;25.0400;0.6826;60;46
5;38;0.6073;0.0602;40.9569;25.0400;0.6826;60;46
5;39;0.5982;0.1103;42.6188;25.0400;0.6874;62;47
5;40;0.5892;0.0582;43.9091;25.0400;0.6970;63;48
5;41;0.5804;0.0921;45.2185;25.0400;0.7065;64;49
5;42;0.5804;0.0857;45.2185;25.0400;0.7065;64;49
5;43;0.5717;0.1026;46.3397;25.0400;0.7129;65;50
5;44;0.5631;0.0570;47.3684;25.0400;0.7177;66;51
5;45;0.5546;0.0601;49.3461;25.0400;0.7257;68;52
5;46;0.5463;0.0776;50.7321;25.0400;0.7352;69;53
5;47;0.5463;0.0764;50.7321;25.0400;0.7352;69;53
5;48;0.5463;0.0926;50.7321;25.0400;0.7352;69;53
5;49;0.5463;0.1107;50.7321;25.0400;0.7352;69;53
5;50;0.5381;0.1065;51.1068;25.4165;0.7198;71;54
5;51;0.5381;0.0714;51.1068;25.4165;0.7198;71;54
5;52;0.5381;0.1070;51.1068;25.4165;0.7198;71;54
5;53;0.5381;0.0857;51.1068;25.4165;0.7198;71;54
5;54;0.5381;0.1026;51.1068;25.4165;0.7198;71;54
5;55;0.5381;0.1000;51.1068;25.4165;0.7198;71;54
5;56;0.5381;0.0866;51.1068;25.4165;0.7198;71;54
5;57;0.5381;0.0854;51.1068;25.4165;0.7198;71;54
5;58;0.5381;0.0909;51.1068;25.4165;0.7198;71;54
6;1;1.0000;0.0137;3.3931;26.9258;0.2262;15;13
6;2;0.9850;0.0140;3.8841;26.9258;0.2428;16;14
6;3;0.9702;0.0162;4.5434;26.9258;0.2524;18;15
6;4;0.9557;0.0148;5.2414;26.9258;0.2621;20;16
6;5;0.9413;0.0184;5.9090;26.9258;0.2814;21;17
6;6;0.9272;0.0183;6.5848;26.9258;0.2993;22;18
6;7;0.9133;0.0216;7.1697;26.9258;0.3117;23;19
6;8;0.8996;0.0229;7.9655;26.9258;0.3186;25;20
6;9;0.8861;0.0335;8.6786;26.9258;0.3338;26;21
6;10;0.8728;0.0301;9.9600;26.9258;0.3434;29;22
6;11;0.8597;0.0262;10.7586;26.9258;0.3586;30;23
6;12;0.8468;0.0308;11.4593;26.9258;0.3697;31;24
6;13;0.8341;0.0412;12.5352;26.9258;0.3917;32;25
6;14;0.8216;0.0444;13.4731;26.9258;0.4083;33;26
6;15;0.8093;0.0302;14.6786;26.9258;0.4317;34;27
6;16;0.7972;0.0421;15.8897;26.9258;0.4414;36;28
6;17;0.7852;0.0417;17.1393;26.9258;0.4510;38;29
6;18;0.7734;0.0569;18.3434;26.9258;0.4703;39;30
6;19;0.7618;0.0440;19.3655;26.9258;0.4841;40;31
6;20;0.7504;0.0344;20.6234;26.9258;0.4910;42;32
6;21;0.7391;0.0442;22.0041;26.9258;0.5117;43;33
6;22;0.7280;0.0421;23.0014;26.9258;0.5228;44;34
6;23;0.7171;0.0408;24.3310;26.9258;0.5407;45;35
6;24;0.7064;0.0539;25.6331;26.9258;0.5572;46;36
6;25;0.6958;0.0504;26.7090;26.9258;0.5683;47;37
6;26;0.6853;0.0992;27.8069;26.9258;0.5793;48;38
6;27;0.6751;0.0712;28.6566;26.9258;0.5848;49;39
6;28;0.6649;0.0673;29.7931;26.9258;0.5959;50;40
6;29;0.6550;0.0711;31.4152;26.9258;0.6041;52;41
6;30;0.6451;0.0985;33.0428;26.9258;0.6234;53;42
6;31;0.6355;0.0993;34.1131;26.9258;0.6317;54;43
6;32;0.6259;0.0870;35.1241;26.9258;0.6386;55;44
6;33;0.6165;0.0842;36.4579;26.9258;0.6510;56;45
6;34;0.6165;0.0780;36.4579;26.9258;0.6510;56;45
6;35;0.6165;0.1129;36.4579;26.9258;0.6510;56;45
