puzzle;turn;currtemperature;turntime;currgoalval;currsize;currratio;currcrossings;currlen
1;20;0.7504;0.0430;19.2370;26.7021;0.5344;36;31
1;21;0.7391;0.0251;20.3941;26.7021;0.5512;37;32
1;22;0.7280;0.0235;21.3184;26.7021;0.5610;38;33
1;23;0.7171;0.0230;22.1529;26.7021;0.5680;39;34
1;24;0.7171;0.0305;22.1529;26.7021;0.5680;39;34
1;25;0.7064;0.0453;23.1697;26.7021;0.5792;40;35
1;26;0.7064;0.0326;23.1697;26.7021;0.5792;40;35
1;27;0.7064;0.0253;23.1697;26.7021;0.5792;40;35
1;28;0.6958;0.0323;23.9790;26.7021;0.5849;41;36
1;29;0.6853;0.0275;25.3899;26.7021;0.5905;43;37
1;30;0.6751;0.0418;26.4123;26.7021;0.6003;44;38
1;31;0.6751;0.0309;26.4123;26.7021;0.6003;44;38
1;32;0.6649;0.0248;26.6576;27.1293;0.5924;45;39
1;33;0.6550;0.0396;27.6875;27.1293;0.6019;46;40
1;34;0.6451;0.0265;28.8003;27.1293;0.6128;47;41
1;35;0.6451;0.0489;28.8003;27.1293;0.6128;47;41
1;36;0.6451;0.0281;28.8003;27.1293;0.6128;47;41
1;37;0.6355;0.0273;28.8379;27.5500;0.6008;48;42
1;38;0.6259;0.0357;30.2134;27.5500;0.6166;49;43
1;39;0.6165;0.0363;31.5810;27.5500;0.6192;51;44
1;40;0.6073;0.0345;32.5428;27.5500;0.6258;52;45
1;41;0.5982;0.0447;33.7971;27.5500;0.6377;53;46
1;42;0.5982;0.0387;33.7971;27.5500;0.6377;53;46
1;43;0.5982;0.0496;33.7971;27.5500;0.6377;53;46
1;44;0.5982;0.0393;33.7971;27.5500;0.6377;53;46
1;45;0.5892;0.0425;34.7905;27.5500;0.6443;54;47
1;46;0.5804;0.0420;35.8696;27.5500;0.6522;55;48
1;47;0.5804;0.0414;35.8696;27.5500;0.6522;55;48
1;48;0.5804;0.0475;35.8696;27.5500;0.6522;55;48
1;49;0.5804;0.0543;35.8696;27.5500;0.6522;55;48
1;50;0.5717;0.0725;37.4743;27.5500;0.6574;57;49
1;51;0.5717;0.0508;37.4743;27.5500;0.6574;57;49
1;52;0.5717;0.0391;37.4743;27.5500;0.6574;57;49
1;53;0.5717;0.0459;37.4743;27.5500;0.6574;57;49
1;54;0.5717;0.0298;37.4743;27.5500;0.6574;57;49
1;55;0.5717;0.0428;37.4743;27.5500;0.6574;57;49
1;56;0.5631;0.0346;39.1001;27.5500;0.6627;59;50
1;57;0.5546;0.0482;40.1581;27.5500;0.6693;60;51
1;58;0.5546;0.0458;40.1581;27.5500;0.6693;60;51
1;59;0.5463;0.0430;41.8722;27.5500;0.6864;61;52
1;60;0.5463;0.0601;41.8722;27.5500;0.6864;61;52
1;61;0.5463;0.0404;41.8722;27.5500;0.6864;61;52
1;62;0.5381;0.0428;43.1304;27.5500;0.6957;62;53
1;63;0.5301;0.0359;44.6561;27.5500;0.7088;63;54
1;64;0.5221;0.0461;46.7984;27.5500;0.7312;64;55
1;65;0.5143;0.0439;47.3478;27.9643;0.7174;66;56
1;66;0.5143;0.0456;47.3478;27.9643;0.7174;66;56
1;67;0.5143;0.0394;47.3478;27.9643;0.7174;66;56
1;68;0.5143;0.0500;47.3478;27.9643;0.7174;66;56
1;69;0.5143;0.0357;47.3478;27.9643;0.7174;66;56
1;70;0.5143;0.0355;47.3478;27.9643;0.7174;66;56
1;71;0.5143;0.0309;47.3478;27.9643;0.7174;66;56
1;72;0.5143;0.0691;47.3478;27.9643;0.7174;66;56
1;73;0.5143;0.0660;47.3478;27.9643;0.7174;66;56
1;74;0.5143;0.0394;47.3478;27.9643;0.7174;66;56
1;75;0.5143;0.0484;47.3478;27.9643;0.7174;66;56
1;76;0.5143;0.0398;47.3478;27.9643;0.7174;66;56
1;77;0.5143;0.0497;47.3478;27.9643;0.7174;66;56
1;78;0.5143;0.0455;47.3478;27.9643;0.7174;66;56
1;79;0.5143;0.0474;47.3478;27.9643;0.7174;66;56
1;80;0.5143;0.0329;47.3478;27.9643;0.7174;66;56
1;81;0.5143;0.0330;47.3478;27.9643;0.7174;66;56
1;82;0.5143;0.0286;47.3478;27.9643;0.7174;66;56
1;83;0.5143;0.0631;47.3478;27.9643;0.7174;66;56
1;84;0.5143;0.0330;47.3478;27.9643;0.7174;66;56
1;85;0.5143;0.0537;47.3478;27.9643;0.7174;66;56
2;1;1.0000;0.0074;2.8684;22.2261;0.2206;13;13
2;2;0.9850;0.0080;2.8684;22.2261;0.2206;13;13
2;3;0.9702;0.0091;3.4919;22.2261;0.2328;15;14
2;4;0.9557;0.0088;4.0162;22.2261;0.2510;16;15
2;5;0.9413;0.0092;4.6113;22.2261;0.2713;17;16
2;6;0.9272;0.0099;5.3198;22.2261;0.2955;18;17
2;7;0.9133;0.0099;6.1538;22.2261;0.3077;20;18
2;8;0.8996;0.0081;7.1842;22.2261;0.3421;21;19
2;9;0.8861;0.0101;8.5020;22.2261;0.3543;24;20
2;10;0.8728;0.0102;9.2611;22.2261;0.3704;25;21
2;11;0.8597;0.0124;10.1053;22.2261;0.3887;26;22
2;12;0.8468;0.0125;10.8765;22.2261;0.4028;27;23
2;13;0.8341;0.0134;11.5061;22.2261;0.4109;28;24
2;14;0.8216;0.0162;12.6316;22.2261;0.4211;30;25
2;15;0.8093;0.0117;13.6174;22.2261;0.4393;31;26
2;16;0.7972;0.0127;14.7632;22.2261;0.4474;33;27
2;17;0.7852;0.0139;15.8300;22.2261;0.4656;34;28
2;18;0.7734;0.0118;17.1255;22.2261;0.4757;36;29
2;19;0.7618;0.0151;18.4615;22.2261;0.4858;38;30
2;20;0.7504;0.0120;19.6761;22.2261;0.4919;40;31
2;21;0.7391;0.0152;20.8320;22.2261;0.5081;41;32
2;22;0.7280;0.0159;21.5951;22.2261;0.5142;42;33
2;23;0.7171;0.0162;22.8057;22.2261;0.5304;43;34
2;24;0.7064;0.0172;24.4049;22.2261;0.5547;44;35
2;25;0.6958;0.0174;24.5614;22.6495;0.5458;45;36
2;26;0.6853;0.0196;26.4522;22.6495;0.5750;46;37
2;27;0.6751;0.0192;28.5380;22.6495;0.5945;48;38
2;28;0.6649;0.0195;29.8967;22.6495;0.6101;49;39
2;29;0.6550;0.0292;30.2632;23.0651;0.6053;50;40
2;30;0.6451;0.0239;31.9229;23.0651;0.6259;51;41
2;31;0.6355;0.0191;33.7726;23.0651;0.6372;53;42
2;32;0.6259;0.0167;34.9173;23.0651;0.6466;54;43
2;33;0.6165;0.0272;36.0808;23.0651;0.6560;55;44
2;34;0.6073;0.0239;38.3759;23.0651;0.6617;58;45
2;35;0.6073;0.0227;38.3759;23.0651;0.6617;58;45
2;36;0.6073;0.0227;38.3759;23.0651;0.6617;58;45
2;37;0.5982;0.0260;39.4812;23.0651;0.6692;59;46
2;38;0.5982;0.0226;39.4812;23.0651;0.6692;59;46
2;39;0.5982;0.0294;39.4812;23.0651;0.6692;59;46
2;40;0.5892;0.0269;41.0526;23.0651;0.6842;60;47
2;41;0.5892;0.0197;41.0526;23.0651;0.6842;60;47
2;42;0.5892;0.0278;41.0526;23.0651;0.6842;60;47
2;43;0.5892;0.0259;41.0526;23.0651;0.6842;60;47
2;44;0.5804;0.0261;42.0808;23.0651;0.6898;61;48
2;45;0.5804;0.0261;42.0808;23.0651;0.6898;61;48
2;46;0.5804;0.0210;42.0808;23.0651;0.6898;61;48
2;47;0.5804;0.0285;42.0808;23.0651;0.6898;61;48
2;48;0.5804;0.0274;42.0808;23.0651;0.6898;61;48
2;49;0.5804;0.0305;42.0808;23.0651;0.6898;61;48
2;50;0.5804;0.0261;42.0808;23.0651;0.6898;61;48
2;51;0.5717;0.0268;43.5789;23.0651;0.6917;63;49
2;52;0.5631;0.0298;45.7143;23.0651;0.7143;64;50
2;53;0.5631;0.0241;45.7143;23.0651;0.7143;64;50
2;54;0.5631;0.0251;45.7143;23.0651;0.7143;64;50
2;55;0.5631;0.0321;45.7143;23.0651;0.7143;64;50
2;56;0.5631;0.0328;45.7143;23.0651;0.7143;64;50
2;57;0.5631;0.0262;45.7143;23.0651;0.7143;64;50
2;58;0.5631;0.0264;45.7143;23.0651;0.7143;64;50
2;59;0.5631;0.0312;45.7143;23.0651;0.7143;64;50
2;60;0.5631;0.0277;45.7143;23.0651;0.7143;64;50
2;61;0.5631;0.0224;45.7143;23.0651;0.7143;64;50
2;62;0.5546;0.0290;46.7951;23.0651;0.7199;65;51
2;63;0.5546;0.0311;46.7951;23.0651;0.7199;65;51
2;64;0.5463;0.0323;48.1353;23.0651;0.7293;66;52
2;65;0.5463;0.0272;48.1353;23.0651;0.7293;66;52
2;66;0.5463;0.0333;48.1353;23.0651;0.7293;66;52
2;67;0.5463;0.0336;48.1353;23.0651;0.7293;66;52
2;68;0.5463;0.0375;48.1353;23.0651;0.7293;66;52
2;69;0.5463;0.0283;48.1353;23.0651;0.7293;66;52
2;70;0.5463;0.0248;48.1353;23.0651;0.7293;66;52
2;71;0.5463;0.0283;48.1353;23.0651;0.7293;66;52
2;72;0.5381;0.0325;49.3684;23.0651;0.7368;67;53
2;73;0.5381;0.0331;49.3684;23.0651;0.7368;67;53
2;74;0.5381;0.0310;49.3684;23.0651;0.7368;67;53
2;75;0.5381;0.0265;49.3684;23.0651;0.7368;67;53
2;76;0.5381;0.0255;49.3684;23.0651;0.7368;67;53
2;77;0.5381;0.0298;49.3684;23.0651;0.7368;67;53
2;78;0.5381;0.0335;49.3684;23.0651;0.7368;67;53
2;79;0.5381;0.0276;49.3684;23.0651;0.7368;67;53
2;80;0.5381;0.0361;49.3684;23.0651;0.7368;67;53
2;81;0.5381;0.0270;49.3684;23.0651;0.7368;67;53
2;82;0.5381;0.0268;49.3684;23.0651;0.7368;67;53
2;83;0.5381;0.0283;49.3684;23.0651;0.7368;67;53
2;84;0.5381;0.0323;49.3684;23.0651;0.7368;67;53
2;85;0.5381;0.0268;49.3684;23.0651;0.7368;67;53
2;86;0.5381;0.0288;49.3684;23.0651;0.7368;67;53
2;87;0.5381;0.0307;49.3684;23.0651;0.7368;67;53
2;88;0.5381;0.0307;49.3684;23.0651;0.7368;67;53
2;89;0.5381;0.0351;49.3684;23.0651;0.7368;67;53
2;90;0.5381;0.0304;49.3684;23.0651;0.7368;67;53
2;91;0.5381;0.0317;49.3684;23.0651;0.7368;67;53
2;92;0.5381;0.0332;49.3684;23.0651;0.7368;67;53
3;1;1.0000;0.0075;2.9679;23.6854;0.1979;15;13
3;2;0.9850;0.0087;3.8182;23.6854;0.2246;17;14
3;3;0.9702;0.0093;4.4367;23.6854;0.2335;19;15
3;4;0.9557;0.0079;5.2781;23.6854;0.2513;21;16
3;5;0.9413;0.0132;6.1497;23.6854;0.2674;23;17
3;6;0.9272;0.0108;6.9073;23.6854;0.2763;25;18
3;7;0.9133;0.0139;8.0135;24.3721;0.2862;28;19
3;8;0.8996;0.0112;9.2273;24.3721;0.3182;29;20
3;9;0.8861;0.0108;10.4040;24.3721;0.3468;30;21
3;10;0.8728;0.0125;11.6364;24.3721;0.3636;32;22
3;11;0.8597;0.0121;12.7778;24.3721;0.3872;33;23
3;12;0.8468;0.0140;13.9091;24.3721;0.4091;34;24
3;13;0.8341;0.0124;14.8485;24.3721;0.4242;35;25
3;14;0.8216;0.0148;16.0707;24.3721;0.4343;37;26
3;15;0.8093;0.0145;17.2088;24.3721;0.4529;38;27
3;16;0.7972;0.0149;18.2525;24.3721;0.4680;39;28
3;17;0.7852;0.0189;19.6027;24.3721;0.4781;41;29
3;18;0.7734;0.0180;20.9933;24.3721;0.4882;43;30
3;19;0.7618;0.0191;22.1481;24.3721;0.5034;44;31
3;20;0.7504;0.0172;23.6364;24.3721;0.5253;45;32
3;21;0.7391;0.0211;24.7037;24.3721;0.5370;46;33
3;22;0.7280;0.0215;26.1902;24.3721;0.5572;47;34
3;23;0.7171;0.0153;27.7172;24.3721;0.5657;49;35
3;24;0.7064;0.0198;28.9562;24.3721;0.5791;50;36
3;25;0.6958;0.0198;30.4798;24.3721;0.5976;51;37
3;26;0.6853;0.0204;32.7273;24.3721;0.6061;54;38
3;27;0.6751;0.0247;34.9293;24.3721;0.6128;57;39
3;28;0.6649;0.0265;36.2256;24.3721;0.6246;58;40
3;29;0.6550;0.0320;37.5455;24.3721;0.6364;59;41
3;30;0.6451;0.0385;38.8889;24.3721;0.6481;60;42
3;31;0.6355;0.0272;40.2559;24.3721;0.6599;61;43
3;32;0.6355;0.0269;40.2559;24.3721;0.6599;61;43
3;33;0.6259;0.0440;42.0000;24.3721;0.6667;63;44
3;34;0.6165;0.0296;42.9899;24.3721;0.6717;64;45
3;35;0.6073;0.0262;44.6465;24.3721;0.6869;65;46
3;36;0.5982;0.0296;46.3586;24.3721;0.6919;67;47
3;37;0.5982;0.0248;46.3586;24.3721;0.6919;67;47
3;38;0.5892;0.0361;47.8519;24.3721;0.7037;68;48
3;39;0.5892;0.0330;47.8519;24.3721;0.7037;68;48
3;40;0.5892;0.0441;47.8519;24.3721;0.7037;68;48
3;41;0.5804;0.0249;49.1364;24.3721;0.7121;69;49
3;42;0.5804;0.0286;49.1364;24.3721;0.7121;69;49
3;43;0.5717;0.0188;49.2974;24.7386;0.7042;70;50
3;44;0.5717;0.0316;49.2974;24.7386;0.7042;70;50
3;45;0.5717;0.0446;49.2974;24.7386;0.7042;70;50
3;46;0.5717;0.0341;49.2974;24.7386;0.7042;70;50
3;47;0.5717;0.0345;49.2974;24.7386;0.7042;70;50
3;48;0.5717;0.0247;49.2974;24.7386;0.7042;70;50
3;49;0.5717;0.0297;49.2974;24.7386;0.7042;70;50
3;50;0.5717;0.0392;49.2974;24.7386;0.7042;70;50
3;51;0.5717;0.0308;49.2974;24.7386;0.7042;70;50
3;52;0.5717;0.0359;49.2974;24.7386;0.7042;70;50
3;53;0.5717;0.0341;49.2974;24.7386;0.7042;70;50
3;54;0.5717;0.0424;49.2974;24.7386;0.7042;70;50
3;55;0.5717;0.0365;49.2974;24.7386;0.7042;70;50
3;56;0.5717;0.0424;49.2974;24.7386;0.7042;70;50
3;57;0.5717;0.0319;49.2974;24.7386;0.7042;70;50
3;58;0.5717;0.0413;49.2974;24.7386;0.7042;70;50
3;59;0.5717;0.0486;49.2974;24.7386;0.7042;70;50
3;60;0.5717;0.0351;49.2974;24.7386;0.7042;70;50
3;61;0.5717;0.0543;49.2974;24.7386;0.7042;70;50
3;62;0.5717;0.0450;49.2974;24.7386;0.7042;70;50
3;63;0.5717;0.0393;49.2974;24.7386;0.7042;70;50
4;1;1.0000;0.0064;2.8800;23.9792;0.2400;12;13
4;2;0.9850;0.0086;3.4365;23.9792;0.2643;13;14
4;3;0.9702;0.0085;4.3200;24.4949;0.2700;16;15
4;4;0.9557;0.0087;4.9017;24.4949;0.2883;17;16
4;5;0.9413;0.0091;5.5733;24.4949;0.2933;19;17
4;6;0.9272;0.0081;6.7900;24.4949;0.3233;21;18
4;7;0.9133;0.0098;7.6267;24.4949;0.3467;22;19
4;8;0.8996;0.0100;8.8800;24.4949;0.3700;24;20
4;9;0.8861;0.0118;9.8333;24.4949;0.3933;25;21
4;10;0.8728;0.0143;11.3400;24.4949;0.4050;28;22
4;11;0.8597;0.0119;12.6500;24.4949;0.4217;30;23
4;12;0.8468;0.0123;13.6400;24.4949;0.4400;31;24
4;13;0.8341;0.0118;15.1250;24.4949;0.4583;33;25
4;14;0.8216;0.0122;16.2633;24.4949;0.4783;34;26
4;15;0.8093;0.0172;17.3833;24.4949;0.4967;35;27
4;16;0.7972;0.0160;18.4800;24.4949;0.5133;36;28
4;17;0.7852;0.0170;19.4250;24.4949;0.5250;37;29
4;18;0.7734;0.0311;20.5200;24.4949;0.5400;38;30
4;19;0.7618;0.0152;21.7100;24.4949;0.5567;39;31
4;20;0.7504;0.0155;23.0967;24.4949;0.5633;41;32
4;21;0.7391;0.0259;24.2200;24.4949;0.5767;42;33
4;22;0.7280;0.0183;25.5133;24.4949;0.5933;43;34
4;23;0.7171;0.0271;26.5467;24.4949;0.6033;44;35
4;24;0.7064;0.0176;27.9000;24.4949;0.6200;45;36
4;25;0.6958;0.0362;29.1333;24.4949;0.6333;46;37
4;26;0.6853;0.0260;30.6283;24.4949;0.6517;47;38
4;27;0.6751;0.0323;31.7600;24.4949;0.6617;48;39
4;28;0.6649;0.0412;32.9117;24.4949;0.6717;49;40
4;29;0.6550;0.0411;34.0833;24.4949;0.6817;50;41
4;30;0.6451;0.0360;35.4450;24.4949;0.6950;51;42
4;31;0.6355;0.0370;36.4000;24.4949;0.7000;52;43
4;32;0.6259;0.0304;39.0500;24.4949;0.7100;55;44
4;33;0.6165;0.0410;39.9467;24.4949;0.7133;56;45
4;34;0.6165;0.0399;39.9467;24.4949;0.7133;56;45
4;35;0.6165;0.0314;39.9467;24.4949;0.7133;56;45
4;36;0.6165;0.0447;39.9467;24.4949;0.7133;56;45
4;37;0.6165;0.0575;39.9467;24.4949;0.7133;56;45
4;38;0.6073;0.0437;41.2300;24.4949;0.7233;57;46
4;39;0.5982;0.0336;42.2433;24.4949;0.7283;58;47
4;40;0.5982;0.0492;42.2433;24.4949;0.7283;58;47
4;41;0.5982;0.0321;42.2433;24.4949;0.7283;58;47
4;42;0.5982;0.0426;42.2433;24.4949;0.7283;58;47
4;43;0.5892;0.0421;43.4633;24.4949;0.7367;59;48
4;44;0.5804;0.0378;44.7000;24.4949;0.7450;60;49
4;45;0.5804;0.0403;44.7000;24.4949;0.7450;60;49
4;46;0.5804;0.0305;44.7000;24.4949;0.7450;60;49
4;47;0.5717;0.0318;45.8517;24.4949;0.7517;61;50
4;48;0.5717;0.0261;45.8517;24.4949;0.7517;61;50
4;49;0.5717;0.0277;45.8517;24.4949;0.7517;61;50
4;50;0.5717;0.0339;45.8517;24.4949;0.7517;61;50
4;51;0.5717;0.0364;45.8517;24.4949;0.7517;61;50
4;52;0.5631;0.0395;46.9133;24.4949;0.7567;62;51
4;53;0.5631;0.0436;46.9133;24.4949;0.7567;62;51
4;54;0.5631;0.0413;46.9133;24.4949;0.7567;62;51
4;55;0.5631;0.0473;46.9133;24.4949;0.7567;62;51
4;56;0.5631;0.0381;46.9133;24.4949;0.7567;62;51
4;57;0.5631;0.0440;46.9133;24.4949;0.7567;62;51
4;58;0.5631;0.0612;46.9133;24.4949;0.7567;62;51
4;59;0.5631;0.0493;46.9133;24.4949;0.7567;62;51
4;60;0.5631;0.0655;46.9133;24.4949;0.7567;62;51
4;61;0.5546;0.0459;48.1950;24.4949;0.7650;63;52
4;62;0.5546;0.0475;48.1950;24.4949;0.7650;63;52
4;63;0.5546;0.0272;48.1950;24.4949;0.7650;63;52
4;64;0.5546;0.0387;48.1950;24.4949;0.7650;63;52
4;65;0.5546;0.0518;48.1950;24.4949;0.7650;63;52
4;66;0.5463;0.0275;49.3867;24.4949;0.7717;64;53
4;67;0.5463;0.0431;49.3867;24.4949;0.7717;64;53
4;68;0.5463;0.0549;49.3867;24.4949;0.7717;64;53
4;69;0.5463;0.0570;49.3867;24.4949;0.7717;64;53
4;70;0.5463;0.0409;49.3867;24.4949;0.7717;64;53
4;71;0.5463;0.0393;49.3867;24.4949;0.7717;64;53
4;72;0.5463;0.0394;49.3867;24.4949;0.7717;64;53
4;73;0.5463;0.0420;49.3867;24.4949;0.7717;64;53
4;74;0.5463;0.0315;49.3867;24.4949;0.7717;64;53
4;75;0.5463;0.0274;49.3867;24.4949;0.7717;64;53
4;76;0.5463;0.0296;49.3867;24.4949;0.7717;64;53
4;77;0.5463;0.0325;49.3867;24.4949;0.7717;64;53
4;78;0.5463;0.0285;49.3867;24.4949;0.7717;64;53
4;79;0.5463;0.0360;49.3867;24.4949;0.7717;64;53
4;80;0.5381;0.0382;52.0367;24.4949;0.7767;67;54
4;81;0.5381;0.0486;52.0367;24.4949;0.7767;67;54
4;82;0.5381;0.0459;52.0367;24.4949;0.7767;67;54
4;83;0.5381;0.0336;52.0367;24.4949;0.7767;67;54
4;84;0.5381;0.0386;52.0367;24.4949;0.7767;67;54
4;85;0.5381;0.0411;52.0367;24.4949;0.7767;67;54
4;86;0.5381;0.0470;52.0367;24.4949;0.7767;67;54
4;87;0.5381;0.0380;52.0367;24.4949;0.7767;67;54
4;88;0.5381;0.0346;52.0367;24.4949;0.7767;67;54
4;89;0.5381;0.0471;52.0367;24.4949;0.7767;67;54
4;90;0.5381;0.0414;52.0367;24.4949;0.7767;67;54
4;91;0.5301;0.0380;55.4983;24.4949;0.7817;71;55
4;92;0.5221;0.0584;57.5483;24.4949;0.7883;73;56
4;93;0.5221;0.0351;57.5483;24.4949;0.7883;73;56
4;94;0.5221;0.0562;57.5483;24.4949;0.7883;73;56
4;95;0.5221;0.0452;57.5483;24.4949;0.7883;73;56
4;96;0.5143;0.0428;59.5000;24.4949;0.7933;75;57
4;97;0.5143;0.0587;59.5000;24.4949;0.7933;75;57
4;98;0.5143;0.0521;59.5000;24.4949;0.7933;75;57
4;99;0.5143;0.0471;59.5000;24.4949;0.7933;75;57
4;100;0.5143;0.0417;59.5000;24.4949;0.7933;75;57
4;101;0.5143;0.0367;59.5000;24.4949;0.7933;75;57
4;102;0.5143;0.0453;59.5000;24.4949;0.7933;75;57
4;103;0.5143;0.0579;59.5000;24.4949;0.7933;75;57
4;104;0.5143;0.0359;59.5000;24.4949;0.7933;75;57
4;105;0.5143;0.0507;59.5000;24.4949;0.7933;75;57
4;106;0.5143;0.0357;59.5000;24.4949;0.7933;75;57
4;107;0.5143;0.0513;59.5000;24.4949;0.7933;75;57
4;108;0.5066;0.0319;61.6000;24.4949;0.8000;77;58
5;1;1.0000;0.0080;2.6585;25.4951;0.2215;12;13
5;2;0.9850;0.0085;3.2954;25.4951;0.2354;14;14
5;3;0.9702;0.0088;4.1600;25.4951;0.2600;16;15
5;4;0.9557;0.0099;4.9169;25.4951;0.2892;17;16
5;5;0.9413;0.0134;5.7292;25.4951;0.3015;19;17
5;6;0.9272;0.0130;6.6877;25.4951;0.3185;21;18
5;7;0.9133;0.0122;7.7138;25.4951;0.3354;23;19
5;8;0.8996;0.0116;8.6154;25.4951;0.3446;25;20
